Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807901 Madrid distrito 01;2807901045 Madrid sección 01045;Mediana de la renta por unidad de consumo;2022;18.550
28079 Madrid;2807901 Madrid distrito 01;2807901045 Madrid sección 01045;Renta bruta media por persona;2022;24.027
28079 Madrid;2807901 Madrid distrito 01;2807901045 Madrid sección 01045;Renta bruta media por hogar;2022;48.282
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Renta neta media por persona;2022;17.594
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Renta neta media por hogar;2022;35.904
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Media de la renta por unidad de consumo;2022;23.768
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Renta bruta media por persona;2022;21.805
28079 Madrid;2807901 Madrid distrito 01;2807901046 Madrid sección 01046;Renta bruta media por hogar;2022;44.496
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Renta neta media por persona;2022;15.598
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Renta neta media por hogar;2022;32.111
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Media de la renta por unidad de consumo;2022;20.931
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Mediana de la renta por unidad de consumo;2022;17.150
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Renta bruta media por persona;2022;19.413
28079 Madrid;2807901 Madrid distrito 01;2807901047 Madrid sección 01047;Renta bruta media por hogar;2022;39.963
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Renta neta media por persona;2022;14.531
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Renta neta media por hogar;2022;30.585
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Media de la renta por unidad de consumo;2022;19.708
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Renta bruta media por persona;2022;17.810
28079 Madrid;2807901 Madrid distrito 01;2807901048 Madrid sección 01048;Renta bruta media por hogar;2022;37.487
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Renta neta media por persona;2022;14.668
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Renta neta media por hogar;2022;28.256
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Media de la renta por unidad de consumo;2022;19.216
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Renta bruta media por persona;2022;18.095
28079 Madrid;2807901 Madrid distrito 01;2807901049 Madrid sección 01049;Renta bruta media por hogar;2022;34.857
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Renta neta media por persona;2022;14.940
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Renta neta media por hogar;2022;29.566
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Media de la renta por unidad de consumo;2022;19.970
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Mediana de la renta por unidad de consumo;2022;17.150
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Renta bruta media por persona;2022;18.327
28079 Madrid;2807901 Madrid distrito 01;2807901050 Madrid sección 01050;Renta bruta media por hogar;2022;36.269
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Renta neta media por persona;2022;13.986
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Renta neta media por hogar;2022;27.445
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Media de la renta por unidad de consumo;2022;18.647
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Renta bruta media por persona;2022;17.013
28079 Madrid;2807901 Madrid distrito 01;2807901051 Madrid sección 01051;Renta bruta media por hogar;2022;33.386
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Renta neta media por persona;2022;18.385
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Renta neta media por hogar;2022;35.694
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Media de la renta por unidad de consumo;2022;25.060
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Mediana de la renta por unidad de consumo;2022;21.000
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Renta bruta media por persona;2022;23.406
28079 Madrid;2807901 Madrid distrito 01;2807901053 Madrid sección 01053;Renta bruta media por hogar;2022;45.441
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Renta neta media por persona;2022;15.829
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Renta neta media por hogar;2022;30.700
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Media de la renta por unidad de consumo;2022;21.081
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Mediana de la renta por unidad de consumo;2022;18.550
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Renta bruta media por persona;2022;19.321
28079 Madrid;2807901 Madrid distrito 01;2807901054 Madrid sección 01054;Renta bruta media por hogar;2022;37.473
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Renta neta media por persona;2022;19.583
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Renta neta media por hogar;2022;37.344
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Media de la renta por unidad de consumo;2022;26.263
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Renta bruta media por persona;2022;24.526
28079 Madrid;2807901 Madrid distrito 01;2807901055 Madrid sección 01055;Renta bruta media por hogar;2022;46.771
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Renta neta media por persona;2022;18.070
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Renta neta media por hogar;2022;36.743
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Media de la renta por unidad de consumo;2022;24.559
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Renta bruta media por persona;2022;22.367
28079 Madrid;2807901 Madrid distrito 01;2807901056 Madrid sección 01056;Renta bruta media por hogar;2022;45.481
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Renta neta media por persona;2022;21.814
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Renta neta media por hogar;2022;41.554
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Media de la renta por unidad de consumo;2022;29.694
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Renta bruta media por persona;2022;27.342
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Renta bruta media por hogar;2022;52.084
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Renta neta media por persona;2022;20.012
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Renta neta media por hogar;2022;44.298
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Media de la renta por unidad de consumo;2022;28.402
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Renta bruta media por persona;2022;25.969
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Renta bruta media por hogar;2022;57.485
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Renta neta media por persona;2022;19.212
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Renta neta media por hogar;2022;37.935
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Media de la renta por unidad de consumo;2022;26.508
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Renta bruta media por persona;2022;24.311
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Renta bruta media por hogar;2022;48.005
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Renta neta media por persona;2022;20.666
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Renta neta media por hogar;2022;41.905
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Media de la renta por unidad de consumo;2022;28.910
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Renta bruta media por persona;2022;26.856
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Renta bruta media por hogar;2022;54.456
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Renta neta media por persona;2022;20.759
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Renta neta media por hogar;2022;37.931
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Media de la renta por unidad de consumo;2022;27.082
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Renta bruta media por persona;2022;26.575
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Renta bruta media por hogar;2022;48.558
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Renta neta media por persona;2022;20.766
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Renta neta media por hogar;2022;42.908
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Media de la renta por unidad de consumo;2022;28.720
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Renta bruta media por persona;2022;26.635
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Renta bruta media por hogar;2022;55.035
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Renta neta media por persona;2022;24.599
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Renta neta media por hogar;2022;46.541
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Media de la renta por unidad de consumo;2022;33.297
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Renta bruta media por persona;2022;32.779
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Renta bruta media por hogar;2022;62.016
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Renta neta media por persona;2022;23.275
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Renta neta media por hogar;2022;44.031
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Media de la renta por unidad de consumo;2022;33.027
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Renta bruta media por persona;2022;31.715
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Renta bruta media por hogar;2022;59.998
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Renta neta media por persona;2022;17.187
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Renta neta media por hogar;2022;32.852
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Media de la renta por unidad de consumo;2022;23.081
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Renta bruta media por persona;2022;21.930
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Renta bruta media por hogar;2022;41.918
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Renta neta media por persona;2022;19.378
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Renta neta media por hogar;2022;39.410
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Media de la renta por unidad de consumo;2022;28.479
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Mediana de la renta por unidad de consumo;2022;21.350
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Renta bruta media por persona;2022;26.546
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Renta bruta media por hogar;2022;53.985
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Renta neta media por persona;2022;22.230
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Renta neta media por hogar;2022;47.516
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Media de la renta por unidad de consumo;2022;36.415
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Renta bruta media por persona;2022;35.949
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Renta bruta media por hogar;2022;76.839
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Renta neta media por persona;2022;20.351
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Renta neta media por hogar;2022;36.466
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Media de la renta por unidad de consumo;2022;27.690
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Renta bruta media por persona;2022;26.740
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Renta bruta media por hogar;2022;47.914
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Renta neta media por persona;2022;26.336
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Renta neta media por hogar;2022;53.795
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Media de la renta por unidad de consumo;2022;38.242
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Mediana de la renta por unidad de consumo;2022;31.150
